fromNode	toNode	weight	direction	fromAltName	toAltName
AB8A_ARATH	H4_OIKDI	0.289128650299086	undirected	NA	NA
AB8A_ARATH	HDA1A_XENLA	0.182962935277166	undirected	NA	NA
AB8A_ARATH	HIS9_SCHPO	0.253493880306427	undirected	NA	NA
AB8A_ARATH	HRD3_CANGA	0.294774289240711	undirected	NA	NA
AB8A_ARATH	IDE_HUMAN	0.157174421457874	undirected	NA	NA
AB8A_ARATH	JMJ22_ARATH	0.30587727159265	undirected	NA	NA
AB8A_ARATH	LONF1_HUMAN	0.203844224353878	undirected	NA	NA
AB8A_ARATH	MCA3A_DANRE	0.219990008223325	undirected	NA	NA
AB8A_ARATH	MRP2_RAT	0.11699947067497	undirected	NA	NA
AB8A_ARATH	MST12_PYRO7	0.286551908213404	undirected	NA	NA
AB8A_ARATH	MTT1_USTMD	0.344266934642604	undirected	NA	NA
AB8A_ARATH	NIF3_SCHPO	0.204242566209015	undirected	NA	NA
AB8A_ARATH	NSN1_ARATH	0.164416221741482	undirected	NA	NA
AB8A_ARATH	NT53_DROME	0.158527057948135	undirected	NA	NA
AB8A_ARATH	ODO1_SCHPO	0.285167556680503	undirected	NA	NA
AB8A_ARATH	PYRF_RHINI	0.112361789015947	undirected	NA	NA
AB8A_ARATH	RAS1_NEUCR	0.170667543562563	undirected	NA	NA
AB8A_ARATH	RL161_PLAVT	0.19337468128138	undirected	NA	NA
AB8A_ARATH	RL35_SCHPO	0.287467727895713	undirected	NA	NA
AB8A_ARATH	RUSD4_XENTR	0.324703344462	undirected	NA	NA
AB8A_ARATH	STAG2_HUMAN	0.28760930759301	undirected	NA	NA
AB8A_ARATH	SUB7_ARTGP	0.119292385718455	undirected	NA	NA
AB8A_ARATH	TAF5_SCHPO	0.322944596872866	undirected	NA	NA
AB8A_ARATH	UBP4_RAT	0.274841984990492	undirected	NA	NA
AB8A_ARATH	VPS51_DICDI	0.252854052258159	undirected	NA	NA
AB8A_ARATH	YGK5_SCHPO	0.168340802595352	undirected	NA	NA
AB8A_ARATH	YMR1_SCHPO	0.219660414003253	undirected	NA	NA
AB8A_ARATH	YO075_YEAST	0.351063192664933	undirected	NA	NA
AB8A_ARATH	GeneID:77286239	0.186217614614772	undirected	NA	NA
AB8A_ARATH	GeneID:77286434	0.195237397548308	undirected	NA	NA
AB8A_ARATH	GeneID:77286680	0.156507583284186	undirected	NA	NA
AB8A_ARATH	GeneID:77286830	0.296067942615412	undirected	NA	NA
AB8A_ARATH	GeneID:77286985	0.119028057666133	undirected	NA	NA
AB8A_ARATH	GeneID:77287005	0.142128288750563	undirected	NA	NA
AB8A_ARATH	GeneID:77287099	0.190943759354689	undirected	NA	NA
AB8A_ARATH	GeneID:77287213	0.127484460267903	undirected	NA	NA
AB8A_ARATH	GeneID:77288148	0.183308366105338	undirected	NA	NA
AB8A_ARATH	GeneID:77288490	0.267331230268632	undirected	NA	NA
AB8A_ARATH	GeneID:77288854	0.235248504120407	undirected	NA	NA
AB8A_ARATH	GeneID:77288923	0.108803498315981	undirected	NA	NA
AB8A_ARATH	GeneID:77289013	0.281271242094628	undirected	NA	NA
AB8A_ARATH	GeneID:77289014	0.298897941529593	undirected	NA	NA
AB8A_ARATH	GeneID:77289581	0.205854628184781	undirected	NA	NA
AB8A_ARATH	GeneID:77289613	0.268654246571262	undirected	NA	NA
AB8A_ARATH	GeneID:77289985	0.327890559763887	undirected	NA	NA
AB8A_ARATH	GeneID:77289999	0.216590422496496	undirected	NA	NA
AB8A_ARATH	GeneID:77290287	0.253378279884815	undirected	NA	NA
AB8A_ARATH	cysH	0.162012197516665	undirected	NA	NA
AB8A_ARATH	dndD	0.136139567409043	undirected	NA	NA
AB8A_ARATH	hemB	0.178983815871701	undirected	NA	NA
AB8A_ARATH	minC	0.144860199235561	undirected	NA	NA
AB8A_ARATH	nusA	0.293518187352795	undirected	NA	NA
AB8A_ARATH	rdgB	0.187225476130899	undirected	NA	NA
AB8A_ARATH	thrC	0.19157566323588	undirected	NA	NA
AB8A_ARATH	uvrC	0.209030625345822	undirected	NA	NA
ACDSB_RAT	ADCK1_XENLA	0.17637287677098	undirected	NA	NA
ACDSB_RAT	AHA1_YEAST	0.143657173026398	undirected	NA	NA
ACDSB_RAT	APM1A_ORYSJ	0.204216641846644	undirected	NA	NA
ACDSB_RAT	CDA1_CRYNH	0.238050252172181	undirected	NA	NA
ACDSB_RAT	CHS1_CRYNH	0.157429498872632	undirected	NA	NA
ACDSB_RAT	CHS4_PYRO7	0.184609108421023	undirected	NA	NA
ACDSB_RAT	CYT4_NEUCR	0.339580460639556	undirected	NA	NA
ACDSB_RAT	DBP2_EREGS	0.182730893286968	undirected	NA	NA
ACDSB_RAT	ECM29_MOUSE	0.318861025223353	undirected	NA	NA
ACDSB_RAT	EF1B_ARTSA	0.144046441184319	undirected	NA	NA
ACDSB_RAT	ERG8_CANAL	0.26240576984209	undirected	NA	NA
ACDSB_RAT	FFT2_SCHPO	0.120694932979511	undirected	NA	NA
ACDSB_RAT	FKB2B_RHIO9	0.298503484036211	undirected	NA	NA
ACDSB_RAT	FUMH_RHIOR	0.181925234553637	undirected	NA	NA
ACDSB_RAT	H4_OIKDI	0.24764648905301	undirected	NA	NA
ACDSB_RAT	HDA1A_XENLA	0.134296424392105	undirected	NA	NA
ACDSB_RAT	HIS9_SCHPO	0.20516350619947	undirected	NA	NA
ACDSB_RAT	HRD3_CANGA	0.276432717438252	undirected	NA	NA
ACDSB_RAT	IDE_HUMAN	0.15228300517584	undirected	NA	NA
ACDSB_RAT	JMJ22_ARATH	0.262967575063116	undirected	NA	NA
ACDSB_RAT	LONF1_HUMAN	0.179424905844937	undirected	NA	NA
ACDSB_RAT	MCA3A_DANRE	0.215927175717456	undirected	NA	NA
ACDSB_RAT	MRP2_RAT	0.129283380467644	undirected	NA	NA
ACDSB_RAT	MST12_PYRO7	0.29961906084576	undirected	NA	NA
ACDSB_RAT	MTT1_USTMD	0.30367648868669	undirected	NA	NA
ACDSB_RAT	NIF3_SCHPO	0.167063925389275	undirected	NA	NA
ACDSB_RAT	NSN1_ARATH	0.129159212044346	undirected	NA	NA
ACDSB_RAT	NT53_DROME	0.127385728094156	undirected	NA	NA
ACDSB_RAT	ODO1_SCHPO	0.26673406564026	undirected	NA	NA
ACDSB_RAT	RAS1_NEUCR	0.157930206331687	undirected	NA	NA
ACDSB_RAT	RL161_PLAVT	0.151054795465961	undirected	NA	NA
ACDSB_RAT	RL35_SCHPO	0.237852007772735	undirected	NA	NA
ACDSB_RAT	RUSD4_XENTR	0.302178418072091	undirected	NA	NA
ACDSB_RAT	STAG2_HUMAN	0.275039626471021	undirected	NA	NA
ACDSB_RAT	TAF5_SCHPO	0.270481007695699	undirected	NA	NA
ACDSB_RAT	UBP4_RAT	0.235850153082011	undirected	NA	NA
ACDSB_RAT	VPS51_DICDI	0.224018963965085	undirected	NA	NA
ACDSB_RAT	YGK5_SCHPO	0.166510249142838	undirected	NA	NA
ACDSB_RAT	YMR1_SCHPO	0.164607991144764	undirected	NA	NA
ACDSB_RAT	YO075_YEAST	0.31283154808225	undirected	NA	NA
ACDSB_RAT	GeneID:77286239	0.162463195720584	undirected	NA	NA
ACDSB_RAT	GeneID:77286434	0.17953809450002	undirected	NA	NA
ACDSB_RAT	GeneID:77286680	0.147852881816219	undirected	NA	NA
ACDSB_RAT	GeneID:77286830	0.251438936796276	undirected	NA	NA
ACDSB_RAT	GeneID:77287005	0.13759014139054	undirected	NA	NA
ACDSB_RAT	GeneID:77287099	0.169524390129358	undirected	NA	NA
ACDSB_RAT	GeneID:77288073	0.109458502841171	undirected	NA	NA
ACDSB_RAT	GeneID:77288148	0.164075713249631	undirected	NA	NA
ACDSB_RAT	GeneID:77288490	0.254836664143251	undirected	NA	NA
ACDSB_RAT	GeneID:77288854	0.21784066842402	undirected	NA	NA
ACDSB_RAT	GeneID:77288923	0.110942212523327	undirected	NA	NA
ACDSB_RAT	GeneID:77289013	0.225624707114791	undirected	NA	NA
ACDSB_RAT	GeneID:77289014	0.267140226903585	undirected	NA	NA
ACDSB_RAT	GeneID:77289581	0.202106478354984	undirected	NA	NA
ACDSB_RAT	GeneID:77289613	0.264134066577742	undirected	NA	NA
ACDSB_RAT	GeneID:77289985	0.319836335728663	undirected	NA	NA
ACDSB_RAT	GeneID:77289999	0.235451230284716	undirected	NA	NA
ACDSB_RAT	GeneID:77290287	0.243774551722684	undirected	NA	NA
ACDSB_RAT	cysH	0.127894129302037	undirected	NA	NA
ACDSB_RAT	dndD	0.119497132581319	undirected	NA	NA
ACDSB_RAT	hemB	0.16531321242008	undirected	NA	NA
ACDSB_RAT	minC	0.102142426478677	undirected	NA	NA
ACDSB_RAT	nusA	0.250544437994388	undirected	NA	NA
ACDSB_RAT	rdgB	0.181674690422282	undirected	NA	NA
ACDSB_RAT	thrC	0.151517634400917	undirected	NA	NA
ACDSB_RAT	uvrC	0.184850143876821	undirected	NA	NA
ADCK1_XENLA	AHA1_YEAST	0.262501325740785	undirected	NA	NA
ADCK1_XENLA	APM1A_ORYSJ	0.214449421481434	undirected	NA	NA
ADCK1_XENLA	CDA1_CRYNH	0.236653829727005	undirected	NA	NA
ADCK1_XENLA	CHS1_CRYNH	0.319651970840104	undirected	NA	NA
ADCK1_XENLA	CHS4_PYRO7	0.14278952432629	undirected	NA	NA
ADCK1_XENLA	CNMT_THLFG	0.237096719260018	undirected	NA	NA
ADCK1_XENLA	CYT4_NEUCR	0.280381417850984	undirected	NA	NA
ADCK1_XENLA	DBP2_EREGS	0.271226283303225	undirected	NA	NA
ADCK1_XENLA	ECM29_MOUSE	0.266557912212326	undirected	NA	NA
ADCK1_XENLA	EF1B_ARTSA	0.319247733561412	undirected	NA	NA
ADCK1_XENLA	ERG8_CANAL	0.212724329242352	undirected	NA	NA
ADCK1_XENLA	FFT2_SCHPO	0.287095717283536	undirected	NA	NA
ADCK1_XENLA	FKB2B_RHIO9	0.179503665920509	undirected	NA	NA
ADCK1_XENLA	FUMH_RHIOR	0.222650208777563	undirected	NA	NA
ADCK1_XENLA	H4_OIKDI	0.274141696976266	undirected	NA	NA
ADCK1_XENLA	HDA1A_XENLA	0.138531466617131	undirected	NA	NA
ADCK1_XENLA	HIS9_SCHPO	0.286545946041132	undirected	NA	NA
ADCK1_XENLA	HRD3_CANGA	0.319030088260556	undirected	NA	NA
ADCK1_XENLA	IDE_HUMAN	0.322162195800701	undirected	NA	NA
ADCK1_XENLA	JMJ22_ARATH	0.241231036274024	undirected	NA	NA
ADCK1_XENLA	MCA3A_DANRE	0.336534241250997	undirected	NA	NA
ADCK1_XENLA	MGN2_ORYSJ	0.153754946617405	undirected	NA	NA
ADCK1_XENLA	MRP2_RAT	0.269312773748382	undirected	NA	NA
ADCK1_XENLA	MST12_PYRO7	0.169436794774337	undirected	NA	NA
ADCK1_XENLA	MTT1_USTMD	0.282826275831474	undirected	NA	NA
ADCK1_XENLA	MYLK_SHEEP	0.174880525941642	undirected	NA	NA
ADCK1_XENLA	NIF3_SCHPO	0.329240963116354	undirected	NA	NA
ADCK1_XENLA	NSN1_ARATH	0.264413388564364	undirected	NA	NA
ADCK1_XENLA	NT53_DROME	0.198615478513493	undirected	NA	NA
ADCK1_XENLA	ODO1_SCHPO	0.300495228564771	undirected	NA	NA
ADCK1_XENLA	PYRF_RHINI	0.287789318229958	undirected	NA	NA
ADCK1_XENLA	RAS1_NEUCR	0.279234614020372	undirected	NA	NA
ADCK1_XENLA	RL161_PLAVT	0.291351918652466	undirected	NA	NA
ADCK1_XENLA	RL35_SCHPO	0.251306217158943	undirected	NA	NA
ADCK1_XENLA	RRP3_YARLI	0.294810189816849	undirected	NA	NA
ADCK1_XENLA	RUSD4_XENTR	0.254758189319185	undirected	NA	NA
ADCK1_XENLA	STAG2_HUMAN	0.161757899057939	undirected	NA	NA
ADCK1_XENLA	SUB7_ARTGP	0.249217256625449	undirected	NA	NA
ADCK1_XENLA	SUI11_ARATH	0.106803152648004	undirected	NA	NA
ADCK1_XENLA	TAF5_SCHPO	0.289411155846156	undirected	NA	NA
ADCK1_XENLA	UBP4_RAT	0.330458474312451	undirected	NA	NA
ADCK1_XENLA	VPS51_DICDI	0.317115122934532	undirected	NA	NA
ADCK1_XENLA	YGK5_SCHPO	0.305660576254516	undirected	NA	NA
ADCK1_XENLA	YMR1_SCHPO	0.187488619176184	undirected	NA	NA
ADCK1_XENLA	YO075_YEAST	0.293393211272294	undirected	NA	NA
ADCK1_XENLA	GeneID:77286239	0.292106162360564	undirected	NA	NA
ADCK1_XENLA	GeneID:77286434	0.234720088966272	undirected	NA	NA
ADCK1_XENLA	GeneID:77286680	0.326915568368551	undirected	NA	NA
ADCK1_XENLA	GeneID:77286830	0.347172030024257	undirected	NA	NA
ADCK1_XENLA	GeneID:77286985	0.147973067194299	undirected	NA	NA
ADCK1_XENLA	GeneID:77287005	0.310528774918538	undirected	NA	NA
ADCK1_XENLA	GeneID:77287213	0.193439674654683	undirected	NA	NA
ADCK1_XENLA	GeneID:77287593	0.131251438616542	undirected	NA	NA
ADCK1_XENLA	GeneID:77287852	0.185294344485123	undirected	NA	NA
ADCK1_XENLA	GeneID:77288046	0.137213153378069	undirected	NA	NA
ADCK1_XENLA	GeneID:77288073	0.153753867533322	undirected	NA	NA
ADCK1_XENLA	GeneID:77288148	0.337060689524707	undirected	NA	NA
ADCK1_XENLA	GeneID:77288490	0.248189199915088	undirected	NA	NA
ADCK1_XENLA	GeneID:77288800	0.210723037501975	undirected	NA	NA
ADCK1_XENLA	GeneID:77288854	0.156582916579155	undirected	NA	NA
ADCK1_XENLA	GeneID:77288923	0.28496127262731	undirected	NA	NA
ADCK1_XENLA	GeneID:77289013	0.230023701424806	undirected	NA	NA
ADCK1_XENLA	GeneID:77289014	0.204373101542707	undirected	NA	NA
ADCK1_XENLA	GeneID:77289581	0.258393817233288	undirected	NA	NA
ADCK1_XENLA	GeneID:77289613	0.205427039380696	undirected	NA	NA
ADCK1_XENLA	GeneID:77289985	0.233613902402247	undirected	NA	NA
ADCK1_XENLA	GeneID:77289999	0.121960492517251	undirected	NA	NA
ADCK1_XENLA	GeneID:77290090	0.117233264622014	undirected	NA	NA
ADCK1_XENLA	GeneID:77290287	0.199011697323933	undirected	NA	NA
ADCK1_XENLA	cysH	0.317251173085462	undirected	NA	NA
ADCK1_XENLA	dapF	0.241044546459384	undirected	NA	NA
ADCK1_XENLA	dndD	0.26052361866707	undirected	NA	NA
ADCK1_XENLA	hemB	0.310690335683221	undirected	NA	NA
ADCK1_XENLA	minC	0.17929838061508	undirected	NA	NA
ADCK1_XENLA	nusA	0.278215219152186	undirected	NA	NA
ADCK1_XENLA	rdgB	0.257573914281985	undirected	NA	NA
ADCK1_XENLA	thrC	0.218800095941982	undirected	NA	NA
ADCK1_XENLA	uvrC	0.336797025329421	undirected	NA	NA
AHA1_YEAST	APM1A_ORYSJ	0.180226390640925	undirected	NA	NA
AHA1_YEAST	CDA1_CRYNH	0.214477797259974	undirected	NA	NA
AHA1_YEAST	CHS1_CRYNH	0.165845289029833	undirected	NA	NA
AHA1_YEAST	CKN1_SCHPO	0.151882254121216	undirected	NA	NA
AHA1_YEAST	CNMT_THLFG	0.153629885285768	undirected	NA	NA
AHA1_YEAST	CYT4_NEUCR	0.203203266367177	undirected	NA	NA
AHA1_YEAST	DBP2_EREGS	0.260655187017604	undirected	NA	NA
AHA1_YEAST	ECM29_MOUSE	0.190691888181502	undirected	NA	NA
AHA1_YEAST	EF1B_ARTSA	0.257502179636149	undirected	NA	NA
AHA1_YEAST	ERG8_CANAL	0.24387178979389	undirected	NA	NA
AHA1_YEAST	FFT2_SCHPO	0.230749572671893	undirected	NA	NA
AHA1_YEAST	FKB2B_RHIO9	0.194354292211282	undirected	NA	NA
AHA1_YEAST	FUMH_RHIOR	0.132758556880111	undirected	NA	NA
AHA1_YEAST	H4_OIKDI	0.137172438895608	undirected	NA	NA
AHA1_YEAST	HIS9_SCHPO	0.163916948576907	undirected	NA	NA
AHA1_YEAST	HRD3_CANGA	0.316308045888155	undirected	NA	NA
AHA1_YEAST	IDE_HUMAN	0.319546711765893	undirected	NA	NA
AHA1_YEAST	JMJ22_ARATH	0.226976431913859	undirected	NA	NA
AHA1_YEAST	MCA3A_DANRE	0.33327037107134	undirected	NA	NA
AHA1_YEAST	MGN2_ORYSJ	0.121359624804813	undirected	NA	NA
AHA1_YEAST	MRP2_RAT	0.201012657809158	undirected	NA	NA
AHA1_YEAST	MST12_PYRO7	0.214628910148865	undirected	NA	NA
AHA1_YEAST	MTT1_USTMD	0.206070412484896	undirected	NA	NA
AHA1_YEAST	MYLK_SHEEP	0.120119379318498	undirected	NA	NA
AHA1_YEAST	NIF3_SCHPO	0.218494085443525	undirected	NA	NA
AHA1_YEAST	NSN1_ARATH	0.110854757494581	undirected	NA	NA
AHA1_YEAST	NT53_DROME	0.216815027340733	undirected	NA	NA
AHA1_YEAST	ODO1_SCHPO	0.297920736267301	undirected	NA	NA
AHA1_YEAST	PYRF_RHINI	0.207573646943894	undirected	NA	NA
AHA1_YEAST	RAS1_NEUCR	0.26386402492161	undirected	NA	NA
AHA1_YEAST	RL161_PLAVT	0.153331079031783	undirected	NA	NA
AHA1_YEAST	RL35_SCHPO	0.160475120201024	undirected	NA	NA
AHA1_YEAST	RRP3_YARLI	0.178629641905585	undirected	NA	NA
AHA1_YEAST	RUSD4_XENTR	0.178284104699407	undirected	NA	NA
AHA1_YEAST	STAG2_HUMAN	0.169838148858805	undirected	NA	NA
AHA1_YEAST	SUB7_ARTGP	0.144609386416006	undirected	NA	NA
AHA1_YEAST	SUI11_ARATH	0.152614934758827	undirected	NA	NA
AHA1_YEAST	TAF5_SCHPO	0.190024699625751	undirected	NA	NA
AHA1_YEAST	UBP4_RAT	0.23613724316215	undirected	NA	NA
AHA1_YEAST	VPS51_DICDI	0.305471419254432	undirected	NA	NA
AHA1_YEAST	YGK5_SCHPO	0.261279293367111	undirected	NA	NA
AHA1_YEAST	YO075_YEAST	0.172958852969255	undirected	NA	NA
AHA1_YEAST	GeneID:77286239	0.203416121978608	undirected	NA	NA
AHA1_YEAST	GeneID:77286434	0.25454052631968	undirected	NA	NA
AHA1_YEAST	GeneID:77286680	0.239675745421826	undirected	NA	NA
AHA1_YEAST	GeneID:77286830	0.263012612342779	undirected	NA	NA
AHA1_YEAST	GeneID:77287005	0.265440059671647	undirected	NA	NA
AHA1_YEAST	GeneID:77287213	0.176314091071444	undirected	NA	NA
AHA1_YEAST	GeneID:77287593	0.122602121563397	undirected	NA	NA
AHA1_YEAST	GeneID:77288046	0.148808142430296	undirected	NA	NA
AHA1_YEAST	GeneID:77288073	0.220207937921559	undirected	NA	NA
AHA1_YEAST	GeneID:77288148	0.264393477688536	undirected	NA	NA
AHA1_YEAST	GeneID:77288490	0.197099545008429	undirected	NA	NA
AHA1_YEAST	GeneID:77288800	0.104045456953991	undirected	NA	NA
AHA1_YEAST	GeneID:77288923	0.299851284946677	undirected	NA	NA
AHA1_YEAST	GeneID:77289013	0.124582302316308	undirected	NA	NA
AHA1_YEAST	GeneID:77289014	0.11713422944516	undirected	NA	NA
AHA1_YEAST	GeneID:77289581	0.302157863448421	undirected	NA	NA
AHA1_YEAST	GeneID:77289613	0.165470330855375	undirected	NA	NA
AHA1_YEAST	GeneID:77289985	0.209723867623863	undirected	NA	NA
AHA1_YEAST	GeneID:77289999	0.189739319504572	undirected	NA	NA
AHA1_YEAST	GeneID:77290090	0.127973412914134	undirected	NA	NA
AHA1_YEAST	GeneID:77290287	0.122823436866528	undirected	NA	NA
AHA1_YEAST	cysH	0.236686272958482	undirected	NA	NA
AHA1_YEAST	dapF	0.164260211753789	undirected	NA	NA
AHA1_YEAST	dndD	0.301840733351125	undirected	NA	NA
AHA1_YEAST	hemB	0.266863855347564	undirected	NA	NA
AHA1_YEAST	minC	0.147176335234767	undirected	NA	NA
AHA1_YEAST	nusA	0.222032627894918	undirected	NA	NA
AHA1_YEAST	rdgB	0.31411006736756	undirected	NA	NA
AHA1_YEAST	uvrC	0.311457820023687	undirected	NA	NA
APM1A_ORYSJ	CDA1_CRYNH	0.279970963369805	undirected	NA	NA
APM1A_ORYSJ	CHS1_CRYNH	0.227791342962117	undirected	NA	NA
APM1A_ORYSJ	CHS4_PYRO7	0.230923755131364	undirected	NA	NA
APM1A_ORYSJ	CKN1_SCHPO	0.141707028106352	undirected	NA	NA
APM1A_ORYSJ	CYT4_NEUCR	0.253671345379242	undirected	NA	NA
APM1A_ORYSJ	DBP2_EREGS	0.267215136879911	undirected	NA	NA
APM1A_ORYSJ	ECM29_MOUSE	0.228906430154452	undirected	NA	NA
APM1A_ORYSJ	EF1B_ARTSA	0.179095210565147	undirected	NA	NA
APM1A_ORYSJ	ERG8_CANAL	0.25768226511352	undirected	NA	NA
APM1A_ORYSJ	FFT2_SCHPO	0.187698199689717	undirected	NA	NA
APM1A_ORYSJ	FKB2B_RHIO9	0.251777436851496	undirected	NA	NA
APM1A_ORYSJ	FUMH_RHIOR	0.333115075737842	undirected	NA	NA
APM1A_ORYSJ	H4_OIKDI	0.241232001676269	undirected	NA	NA
